==============================================================================================================
PB9_T1 — VOLATILITY STRENGTH (SMA-based Rolling Std) — FIXED THRESHOLD = 0.06
==============================================================================================================

Data Directory: /data/quant14/EBY
SMA Window: 20
Fixed Volatility Threshold: 0.06
Days Processed: 279 / 279

==============================================================================================================
SECTION A — Days where VOL_STRENGTH ≥ 0.06
==============================================================================================================
Day | Vol Hit @Index | Vol Value | Considered | Missed | Total | PB9_T1 Min | PB9_T1 Max
----|----------------|------------|-------------|--------|--------|-------------|-------------
  0 |           9591 |      0.066 |           6 |      1 |      7 |       99.50 |      100.47
  4 |           6886 |      0.060 |           1 |      0 |      1 |       99.85 |      100.30
 10 |           1488 |      0.092 |          10 |      1 |     11 |       98.72 |      100.40
 17 |           1578 |      0.064 |           2 |      0 |      2 |       99.70 |      100.25
 20 |             29 |      0.064 |          12 |      0 |     12 |       98.80 |      100.01
 22 |           1420 |      0.061 |          15 |      1 |     16 |       99.90 |      102.22
 29 |           7110 |      0.060 |           1 |      1 |      2 |       99.45 |      100.17
 31 |          10031 |      0.061 |           5 |      1 |      6 |       99.83 |      101.08
 38 |           2512 |      0.061 |           7 |      1 |      8 |       98.50 |      100.08
 57 |          18320 |      0.060 |           3 |      3 |      6 |       99.41 |      100.08
 58 |            156 |      0.072 |          12 |      0 |     12 |       99.33 |      100.29
 61 |            324 |      0.060 |          18 |      0 |     18 |       99.71 |      100.92
 68 |           1206 |      0.061 |           8 |      1 |      9 |       99.89 |      100.76
 72 |          12065 |      0.062 |           8 |      6 |     14 |       98.74 |      100.81
 89 |          20770 |      0.062 |           1 |      3 |      4 |       99.45 |      100.56
 95 |           6461 |      0.061 |           3 |      2 |      5 |       99.59 |      100.35
 98 |          15529 |      0.061 |           3 |      1 |      4 |       99.27 |      100.24
104 |             24 |      0.062 |         175 |      0 |    175 |       91.42 |      100.50
105 |          14071 |      0.061 |           4 |      1 |      5 |      100.00 |      100.91
108 |           1623 |      0.062 |           6 |      0 |      6 |       99.63 |      100.77
110 |            281 |      0.065 |          31 |      2 |     33 |       98.75 |      102.88
115 |           7745 |      0.066 |          10 |      8 |     18 |       98.20 |      100.12
119 |           2050 |      0.063 |           2 |      0 |      2 |       99.78 |      100.49
123 |          20486 |      0.061 |           0 |     11 |     11 |       98.36 |      100.07
127 |           9003 |      0.062 |           6 |      6 |     12 |       98.95 |      100.38
134 |          15284 |      0.062 |           8 |      5 |     13 |       99.59 |      100.96
135 |           1233 |      0.062 |          12 |      0 |     12 |       98.43 |      100.61
137 |           3003 |      0.061 |           9 |      1 |     10 |       99.68 |      101.26
138 |            131 |      0.060 |           5 |      1 |      6 |       99.45 |      100.71
143 |           7626 |      0.062 |           9 |      1 |     10 |       99.70 |      100.64
144 |           2844 |      0.061 |           5 |      0 |      5 |       99.62 |      100.22
150 |           1552 |      0.061 |           6 |      0 |      6 |       99.53 |      100.33
151 |           3060 |      0.061 |          13 |      1 |     14 |       99.31 |      100.45
153 |           3554 |      0.062 |           2 |      1 |      3 |       99.79 |      101.05
158 |           6547 |      0.061 |           8 |      3 |     11 |       99.13 |      100.60
162 |           3086 |      0.063 |          10 |      5 |     15 |       97.98 |      100.10
165 |             19 |      1.377 |          33 |      1 |     34 |       96.29 |      100.77
167 |            485 |      0.064 |           7 |      0 |      7 |       99.52 |      100.63
174 |           5887 |      0.062 |          15 |      4 |     19 |       98.76 |      100.63
182 |           6978 |      0.064 |          10 |      4 |     14 |       98.61 |      101.17
185 |           8961 |      0.061 |          12 |      4 |     16 |       98.43 |      100.12
192 |          10634 |      0.062 |           3 |      3 |      6 |       99.34 |      100.29
194 |          20705 |      0.064 |           1 |      8 |      9 |       99.10 |      100.60
207 |          11585 |      0.063 |           9 |      1 |     10 |       99.82 |      100.75
209 |           1353 |      0.064 |          24 |      0 |     24 |       99.14 |      101.58
218 |           1268 |      0.060 |           4 |      0 |      4 |       98.73 |      100.19
225 |           3421 |      0.062 |           3 |      1 |      4 |       99.22 |      100.02
228 |          15250 |      0.060 |           2 |      7 |      9 |       99.60 |      101.04
234 |          20658 |      0.061 |           2 |      7 |      9 |       99.66 |      100.90
235 |           3207 |      0.064 |           7 |      0 |      7 |       99.22 |      100.40
237 |          12910 |      0.061 |           2 |      5 |      7 |       99.66 |      100.68
239 |          15539 |      0.060 |           1 |      4 |      5 |       99.76 |      100.93
251 |          15638 |      0.062 |           4 |      4 |      8 |       99.84 |      100.85
252 |          11361 |      0.061 |           3 |      2 |      5 |       99.82 |      101.81
256 |            604 |      0.061 |           6 |      0 |      6 |       99.74 |      100.68
259 |          10787 |      0.067 |           2 |      0 |      2 |       99.50 |      100.20
263 |           1960 |      0.061 |           7 |      4 |     11 |       99.01 |      100.10
275 |           4650 |      0.061 |           9 |      1 |     10 |       98.06 |      100.18

Days with Vol Strength ≥ 0.06: 58
Average Missed (with hit): 2.21

==============================================================================================================
SECTION B — Days where Vol Strength never reached 0.06
==============================================================================================================
Day | Vol Max | Missed | Total | PB9_T1 Min | PB9_T1 Max
103 |    0.022 |      0 |      0 |      100.00 |      100.18
106 |    0.021 |      2 |      2 |       99.80 |      100.26
107 |    0.047 |      9 |      9 |      100.00 |      101.43
109 |    0.043 |      3 |      3 |       99.96 |      100.68
111 |    0.024 |      4 |      4 |       99.51 |      100.00
112 |    0.043 |      5 |      5 |       99.62 |      100.65
113 |    0.043 |      5 |      5 |       99.70 |      100.35
114 |    0.019 |      1 |      1 |       99.86 |      100.26
116 |    0.042 |      7 |      7 |       99.91 |      101.10
117 |    0.023 |      0 |      0 |       99.85 |      100.10
118 |    0.040 |      3 |      3 |       99.78 |      100.99
120 |    0.039 |      4 |      4 |       99.65 |      100.46
121 |    0.058 |      2 |      2 |       99.58 |      100.15
122 |    0.034 |      2 |      2 |       99.74 |      100.56
124 |    0.029 |      3 |      3 |       99.59 |      100.13
125 |    0.031 |      2 |      2 |       99.32 |      100.02
126 |    0.051 |      8 |      8 |       99.16 |      100.25
128 |    0.051 |     11 |     11 |       99.52 |      101.00
129 |    0.056 |      5 |      5 |       99.22 |      100.21
130 |    0.028 |      4 |      4 |       99.68 |      100.24
131 |    0.047 |      6 |      6 |       99.94 |      100.62
132 |    0.034 |      6 |      6 |       99.42 |      100.00
133 |    0.040 |      4 |      4 |       99.43 |      100.06
136 |    0.041 |      6 |      6 |       99.19 |      100.19
139 |    0.038 |      4 |      4 |       99.57 |      100.29
140 |    0.029 |      1 |      1 |       99.89 |      100.35
141 |    0.046 |      7 |      7 |       99.65 |      100.77
142 |    0.019 |      1 |      1 |       99.84 |      100.39
145 |    0.044 |      6 |      6 |       99.27 |      100.00
146 |    0.040 |      2 |      2 |       99.89 |      100.36
147 |    0.055 |      9 |      9 |       99.75 |      100.97
148 |    0.035 |      2 |      2 |       99.90 |      100.48
149 |    0.056 |      9 |      9 |       99.13 |      100.44
152 |    0.020 |      4 |      4 |       99.91 |      100.72
154 |    0.047 |      2 |      2 |       99.52 |      100.14
155 |    0.031 |      2 |      2 |       99.98 |      100.54
156 |    0.027 |      4 |      4 |       99.49 |      100.18
157 |    0.044 |      5 |      5 |       99.59 |      100.37
159 |    0.052 |      3 |      3 |       99.39 |      100.23
160 |    0.052 |      5 |      5 |       99.64 |      100.23
161 |    0.034 |      2 |      2 |       99.81 |      100.31
163 |    0.042 |      1 |      1 |       99.77 |      100.35
164 |    0.035 |      3 |      3 |       99.31 |      100.05
166 |    0.026 |      3 |      3 |       99.91 |      100.37
168 |    0.055 |      6 |      6 |       98.75 |      100.50
169 |    0.054 |      8 |      8 |       99.99 |      101.88
170 |    0.039 |      1 |      1 |       99.61 |      100.06
171 |    0.027 |      2 |      2 |       99.90 |      100.23
172 |    0.047 |      1 |      1 |       99.69 |      100.27
173 |    0.046 |      8 |      8 |       98.55 |      100.04
175 |    0.034 |      5 |      5 |       99.99 |      101.31
176 |    0.042 |      3 |      3 |       99.98 |      101.04
177 |    0.060 |      9 |      9 |       99.95 |      100.94
178 |    0.030 |      1 |      1 |       99.86 |      100.24
179 |    0.056 |      6 |      6 |       99.74 |      100.23
180 |    0.037 |      3 |      3 |       99.72 |      100.36
181 |    0.028 |      4 |      4 |       99.49 |      100.35
183 |    0.026 |      1 |      1 |       99.74 |      100.09
184 |    0.043 |      4 |      4 |       99.41 |      100.39
186 |    0.039 |      3 |      3 |       99.63 |      100.10
187 |    0.048 |      5 |      5 |       98.57 |      100.13
188 |    0.034 |      2 |      2 |       99.81 |      100.51
189 |    0.043 |      4 |      4 |       98.98 |      100.09
190 |    0.040 |      3 |      3 |       98.99 |      100.00
191 |    0.043 |      6 |      6 |       99.63 |      100.43
193 |    0.035 |      3 |      3 |       99.16 |      100.03
195 |    0.053 |      5 |      5 |       99.60 |      100.49
196 |    0.035 |      2 |      2 |       99.86 |      100.58
197 |    0.037 |      2 |      2 |       99.34 |      100.00
198 |    0.032 |      3 |      3 |       99.77 |      100.26
199 |    0.034 |      2 |      2 |       99.93 |      100.54
200 |    0.036 |      4 |      4 |       99.33 |      100.15
201 |    0.039 |      3 |      3 |       99.34 |      100.12
202 |    0.050 |      7 |      7 |       98.62 |      100.15
203 |    0.045 |      3 |      3 |       99.76 |      100.44
204 |    0.040 |      2 |      2 |       99.92 |      100.54
205 |    0.036 |      4 |      4 |       98.83 |      100.03
206 |    0.060 |      4 |      4 |       99.98 |      100.78
208 |    0.049 |      4 |      4 |       99.86 |      100.50
210 |    0.040 |      6 |      6 |       99.20 |      100.10
211 |    0.047 |      5 |      5 |       99.90 |      101.03
212 |    0.040 |      5 |      5 |       99.03 |      100.00
213 |    0.031 |      3 |      3 |       99.82 |      100.79
214 |    0.030 |      4 |      4 |       99.88 |      100.78
215 |    0.043 |      2 |      2 |       99.86 |      100.78
216 |    0.029 |      1 |      1 |       99.81 |      100.15
217 |    0.039 |      4 |      4 |       98.81 |      100.07
219 |    0.034 |      1 |      1 |       99.66 |      100.06
220 |    0.049 |      7 |      7 |       99.65 |      100.39
221 |    0.035 |      2 |      2 |       99.90 |      100.55
222 |    0.051 |      5 |      5 |       99.76 |      101.16
223 |    0.031 |      4 |      4 |       99.79 |      100.79
224 |    0.036 |      4 |      4 |       99.62 |      100.60
226 |    0.051 |      7 |      7 |       99.75 |      100.67
227 |    0.033 |      1 |      1 |       99.88 |      100.27
229 |    0.040 |      2 |      2 |       99.43 |      100.20
230 |    0.046 |      4 |      4 |       98.97 |      100.22
231 |    0.027 |      2 |      2 |       99.50 |      100.09
232 |    0.036 |      4 |      4 |       99.91 |      100.84
233 |    0.016 |      3 |      3 |       99.97 |      100.57
236 |    0.034 |      3 |      3 |       99.99 |      100.78
238 |    0.043 |      7 |      7 |       99.55 |      100.50
240 |    0.043 |      4 |      4 |       99.43 |      100.29
241 |    0.034 |      4 |      4 |       99.94 |      100.29
242 |    0.039 |      5 |      5 |       99.83 |      100.64
243 |    0.031 |      2 |      2 |       99.71 |      100.40
244 |    0.057 |      7 |      7 |       99.92 |      101.62
245 |    0.035 |      2 |      2 |       99.58 |      100.19
246 |    0.060 |      3 |      3 |       99.57 |      100.19
247 |    0.028 |      2 |      2 |       99.99 |      100.75
248 |    0.032 |      4 |      4 |       98.86 |      100.02
249 |    0.027 |      3 |      3 |       99.59 |      100.18
250 |    0.029 |      3 |      3 |       99.99 |      100.52
253 |    0.053 |      3 |      3 |       99.46 |      100.14
254 |    0.030 |      1 |      1 |       99.65 |      100.21
255 |    0.034 |      6 |      6 |       99.35 |      100.43
257 |    0.035 |      6 |      6 |       99.99 |      101.82
258 |    0.041 |      4 |      4 |       99.29 |      100.31
260 |    0.052 |      6 |      6 |       99.94 |      100.95
261 |    0.044 |      7 |      7 |       99.60 |      100.96
262 |    0.056 |      7 |      7 |       98.44 |      100.02
264 |    0.057 |      6 |      6 |       99.99 |      100.72
265 |    0.051 |      4 |      4 |       99.48 |      100.49
266 |    0.038 |      5 |      5 |       99.67 |      100.16
267 |    0.036 |      1 |      1 |       99.54 |      100.16
268 |    0.029 |      3 |      3 |       99.86 |      100.32
269 |    0.035 |      1 |      1 |       99.76 |      100.23
270 |    0.025 |      1 |      1 |       99.80 |      100.28
271 |    0.039 |      3 |      3 |       99.68 |      100.28
272 |    0.025 |      3 |      3 |       99.68 |      100.33
273 |    0.029 |      1 |      1 |       99.53 |      100.23
274 |    0.026 |      2 |      2 |       99.97 |      100.30
276 |    0.058 |      5 |      5 |       99.21 |      100.22
277 |    0.059 |     11 |     11 |       98.08 |      100.13
278 |    0.028 |      0 |      0 |       99.84 |      100.09

Days without Vol Strength ≥ 0.06: 221
Average Vol Max (No Hit): 0.04

==============================================================================================================
OVERALL SUMMARY
==============================================================================================================
Total Missed: 1000
Total Considered: 602
Total Pairs: 1602
Average Total Pairs/Day: 5.74
==============================================================================================================
END OF REPORT
==============================================================================================================
